City/Town,County,State,Region,CountyID,StateID,RegionID
Hennepinship,,Illinois,Midwest,155,17,2
Magnolia,,Illinois,Midwest,155,17,2
Magnolia,,Illinois,Midwest,155,17,2
Magnoliaship,,Illinois,Midwest,155,17,2
Mark,,Illinois,Midwest,155,17,2
Mark,,Illinois,Midwest,155,17,2
McNabb,,Illinois,Midwest,155,17,2
McNabb,,Illinois,Midwest,155,17,2
Senachwineship,,Illinois,Midwest,155,17,2
Standard,,Illinois,Midwest,155,17,2
Standard,,Illinois,Midwest,155,17,2
,Putnam County,Illinois,Midwest,155,17,2
Baldwin,,Illinois,Midwest,157,17,2
Chester,,Illinois,Midwest,157,17,2
Coulterville,,Illinois,Midwest,157,17,2
Ellis Grove,,Illinois,Midwest,157,17,2
Evansville,,Illinois,Midwest,157,17,2
Kaskaskia,,Illinois,Midwest,157,17,2
Percy,,Illinois,Midwest,157,17,2
Prairie du Rocher,,Illinois,Midwest,157,17,2
Red Bud,,Illinois,Midwest,157,17,2
Rockwood,,Illinois,Midwest,157,17,2
Ruma,,Illinois,Midwest,157,17,2
Sparta,,Illinois,Midwest,157,17,2
Steeleville,,Illinois,Midwest,157,17,2
Tilden,,Illinois,Midwest,157,17,2
,Randolph County,Illinois,Midwest,157,17,2
Bonpasship,,Illinois,Midwest,159,17,2
Calhoun,,Illinois,Midwest,159,17,2
Calhoun,,Illinois,Midwest,159,17,2
Claremont,,Illinois,Midwest,159,17,2
Claremont,,Illinois,Midwest,159,17,2
Claremontship,,Illinois,Midwest,159,17,2
Deckership,,Illinois,Midwest,159,17,2
Denvership,,Illinois,Midwest,159,17,2
Germanship,,Illinois,Midwest,159,17,2
Madisonship,,Illinois,Midwest,159,17,2
Noble,,Illinois,Midwest,159,17,2
Noble,,Illinois,Midwest,159,17,2
Nobleship,,Illinois,Midwest,159,17,2
Olney,,Illinois,Midwest,159,17,2
Olney,,Illinois,Midwest,159,17,2
Olneyship,,Illinois,Midwest,159,17,2
Parkersburg,,Illinois,Midwest,159,17,2
Parkersburg,,Illinois,Midwest,159,17,2
Prestonship,,Illinois,Midwest,159,17,2
,Richland County,Illinois,Midwest,159,17,2
Andalusia,,Illinois,Midwest,161,17,2
Andalusia,,Illinois,Midwest,161,17,2
Andalusiaship,,Illinois,Midwest,161,17,2
Blackhawkship,,Illinois,Midwest,161,17,2
Bowlingship,,Illinois,Midwest,161,17,2
Buffalo Prairieship,,Illinois,Midwest,161,17,2
Canoe Creekship,,Illinois,Midwest,161,17,2
Carbon Cliff,,Illinois,Midwest,161,17,2
Carbon Cliff,,Illinois,Midwest,161,17,2
Coal Valley (pt.),,Illinois,Midwest,161,17,2
Coal Valley (pt.),,Illinois,Midwest,161,17,2
Coal Valleyship,,Illinois,Midwest,161,17,2
Coeship,,Illinois,Midwest,161,17,2
Cordova,,Illinois,Midwest,161,17,2
Cordova (pt.),,Illinois,Midwest,161,17,2
Cordova (pt.),,Illinois,Midwest,161,17,2
Cordovaship,,Illinois,Midwest,161,17,2
Druryship,,Illinois,Midwest,161,17,2
East Moline,,Illinois,Midwest,161,17,2
East Moline (pt.),,Illinois,Midwest,161,17,2
East Moline (pt.),,Illinois,Midwest,161,17,2
East Moline (pt.),,Illinois,Midwest,161,17,2
Edgingtonship,,Illinois,Midwest,161,17,2
Hampton,,Illinois,Midwest,161,17,2
Hampton,,Illinois,Midwest,161,17,2
Hamptonship,,Illinois,Midwest,161,17,2
Hillsdale,,Illinois,Midwest,161,17,2
Hillsdale,,Illinois,Midwest,161,17,2
Milan,,Illinois,Midwest,161,17,2
Milan (pt.),,Illinois,Midwest,161,17,2
Milan (pt.),,Illinois,Midwest,161,17,2
Moline,,Illinois,Midwest,161,17,2
Moline (pt.),,Illinois,Midwest,161,17,2
Moline (pt.),,Illinois,Midwest,161,17,2
Moline (pt.),,Illinois,Midwest,161,17,2
Moline (pt.),,Illinois,Midwest,161,17,2
Moline (pt.),,Illinois,Midwest,161,17,2
Molineship,,Illinois,Midwest,161,17,2
Oak Grove,,Illinois,Midwest,161,17,2
Oak Grove (pt.),,Illinois,Midwest,161,17,2
Oak Grove (pt.),,Illinois,Midwest,161,17,2
Port Byron,,Illinois,Midwest,161,17,2
Port Byron (pt.),,Illinois,Midwest,161,17,2
Port Byron (pt.),,Illinois,Midwest,161,17,2
Port Byronship,,Illinois,Midwest,161,17,2
Rapids City,,Illinois,Midwest,161,17,2
Rapids City (pt.),,Illinois,Midwest,161,17,2
Rapids City (pt.),,Illinois,Midwest,161,17,2
Reynolds (pt.),,Illinois,Midwest,161,17,2
Reynolds (pt.),,Illinois,Midwest,161,17,2
Reynolds (pt.),,Illinois,Midwest,161,17,2
Rock Island,,Illinois,Midwest,161,17,2
Rock Island (pt.),,Illinois,Midwest,161,17,2
Rock Island (pt.),,Illinois,Midwest,161,17,2
Rock Island (pt.),,Illinois,Midwest,161,17,2
Rock Island (pt.),,Illinois,Midwest,161,17,2
Rock Island (pt.),,Illinois,Midwest,161,17,2
Rock Islandship,,Illinois,Midwest,161,17,2
Ruralship,,Illinois,Midwest,161,17,2
Silvis,,Illinois,Midwest,161,17,2
Silvis,,Illinois,Midwest,161,17,2
South Molineship,,Illinois,Midwest,161,17,2
South Rock Islandship,,Illinois,Midwest,161,17,2
Zumaship,,Illinois,Midwest,161,17,2
,Rock Island County,Illinois,Midwest,161,17,2
Belleville,,Illinois,Midwest,163,17,2
Belleville,,Illinois,Midwest,163,17,2
Belleville,,Illinois,Midwest,163,17,2
Brooklyn,,Illinois,Midwest,163,17,2
Brooklyn,,Illinois,Midwest,163,17,2
Cahokia Heights,,Illinois,Midwest,163,17,2
Cahokia Heights (pt.),,Illinois,Midwest,163,17,2
Cahokia Heights (pt.),,Illinois,Midwest,163,17,2
Canteenship,,Illinois,Midwest,163,17,2
Caseyville,,Illinois,Midwest,163,17,2
Caseyville (pt.),,Illinois,Midwest,163,17,2
Caseyville (pt.),,Illinois,Midwest,163,17,2
Caseyvilleship,,Illinois,Midwest,163,17,2
Centrevilleship,,Illinois,Midwest,163,17,2
Collinsville (pt.),,Illinois,Midwest,163,17,2
Collinsville (pt.),,Illinois,Midwest,163,17,2
Collinsville (pt.),,Illinois,Midwest,163,17,2
Columbia (pt.),,Illinois,Midwest,163,17,2
Columbia (pt.),,Illinois,Midwest,163,17,2
Dupo (pt.),,Illinois,Midwest,163,17,2
Dupo (pt.),,Illinois,Midwest,163,17,2
East Carondelet,,Illinois,Midwest,163,17,2
East Carondelet,,Illinois,Midwest,163,17,2
East St. Louis,,Illinois,Midwest,163,17,2
East St. Louis,,Illinois,Midwest,163,17,2
East St. Louisship,,Illinois,Midwest,163,17,2
Engelmannship,,Illinois,Midwest,163,17,2
Fairmont City (pt.),,Illinois,Midwest,163,17,2
Fairmont City (pt.),,Illinois,Midwest,163,17,2
Fairmont City (pt.),,Illinois,Midwest,163,17,2
Fairview Heights,,Illinois,Midwest,163,17,2
Fairview Heights (pt.),,Illinois,Midwest,163,17,2
Fairview Heights (pt.),,Illinois,Midwest,163,17,2
Fairview Heights (pt.),,Illinois,Midwest,163,17,2
Fayetteville,,Illinois,Midwest,163,17,2
Fayetteville,,Illinois,Midwest,163,17,2
Fayettevilleship,,Illinois,Midwest,163,17,2
Freeburg,,Illinois,Midwest,163,17,2
Freeburg (pt.),,Illinois,Midwest,163,17,2
Freeburg (pt.),,Illinois,Midwest,163,17,2
Freeburgship,,Illinois,Midwest,163,17,2
Hecker (pt.),,Illinois,Midwest,163,17,2
Hecker (pt.),,Illinois,Midwest,163,17,2
Lebanon,,Illinois,Midwest,163,17,2
Lebanon (pt.),,Illinois,Midwest,163,17,2
Lebanon (pt.),,Illinois,Midwest,163,17,2
Lebanon (pt.),,Illinois,Midwest,163,17,2
Lebanonship,,Illinois,Midwest,163,17,2
Lenzburg,,Illinois,Midwest,163,17,2
Lenzburg,,Illinois,Midwest,163,17,2
Lenzburgship,,Illinois,Midwest,163,17,2
Madison (pt.),,Illinois,Midwest,163,17,2
Madison (pt.),,Illinois,Midwest,163,17,2
Madison (pt.),,Illinois,Midwest,163,17,2
Marissa,,Illinois,Midwest,163,17,2
Marissa,,Illinois,Midwest,163,17,2
Marissaship,,Illinois,Midwest,163,17,2
Mascoutah,,Illinois,Midwest,163,17,2
Mascoutah (pt.),,Illinois,Midwest,163,17,2
Mascoutah (pt.),,Illinois,Midwest,163,17,2
Mascoutah (pt.),,Illinois,Midwest,163,17,2
Mascoutahship,,Illinois,Midwest,163,17,2
Millstadt,,Illinois,Midwest,163,17,2
Millstadt,,Illinois,Midwest,163,17,2
Millstadtship,,Illinois,Midwest,163,17,2
New Athens,,Illinois,Midwest,163,17,2
New Athens (pt.),,Illinois,Midwest,163,17,2
New Athens (pt.),,Illinois,Midwest,163,17,2
New Athensship,,Illinois,Midwest,163,17,2
New Baden (pt.),,Illinois,Midwest,163,17,2
New Baden (pt.),,Illinois,Midwest,163,17,2
O'Fallon,,Illinois,Midwest,163,17,2
O'Fallon (pt.),,Illinois,Midwest,163,17,2
O'Fallon (pt.),,Illinois,Midwest,163,17,2
O'Fallon (pt.),,Illinois,Midwest,163,17,2
O'Fallonship,,Illinois,Midwest,163,17,2
Prairie Du Longship,,Illinois,Midwest,163,17,2
Sauget,,Illinois,Midwest,163,17,2
Sauget,,Illinois,Midwest,163,17,2
Shiloh,,Illinois,Midwest,163,17,2
Shiloh (pt.),,Illinois,Midwest,163,17,2
Shiloh (pt.),,Illinois,Midwest,163,17,2
Shiloh (pt.),,Illinois,Midwest,163,17,2
Shiloh (pt.),,Illinois,Midwest,163,17,2
Shiloh Valleyship,,Illinois,Midwest,163,17,2
Smithton,,Illinois,Midwest,163,17,2
Smithton (pt.),,Illinois,Midwest,163,17,2
Smithton (pt.),,Illinois,Midwest,163,17,2
Smithtonship,,Illinois,Midwest,163,17,2
St. Clairship,,Illinois,Midwest,163,17,2
St. Libory,,Illinois,Midwest,163,17,2
St. Libory,,Illinois,Midwest,163,17,2
Stitesship,,Illinois,Midwest,163,17,2
Stookeyship,,Illinois,Midwest,163,17,2
Sugar Loafship,,Illinois,Midwest,163,17,2
Summerfield,,Illinois,Midwest,163,17,2
Summerfield,,Illinois,Midwest,163,17,2
Swansea,,Illinois,Midwest,163,17,2
Swansea (pt.),,Illinois,Midwest,163,17,2
Swansea (pt.),,Illinois,Midwest,163,17,2
Washington Park,,Illinois,Midwest,163,17,2
Washington Park,,Illinois,Midwest,163,17,2
,St. Clair County,Illinois,Midwest,163,17,2
Brushyship,,Illinois,Midwest,165,17,2
Carrier Mills,,Illinois,Midwest,165,17,2
Carrier Mills,,Illinois,Midwest,165,17,2
Carrier Millsship,,Illinois,Midwest,165,17,2
Cottageship,,Illinois,Midwest,165,17,2
East Eldoradoship,,Illinois,Midwest,165,17,2
Eldorado,,Illinois,Midwest,165,17,2
Eldorado,,Illinois,Midwest,165,17,2
Galatia,,Illinois,Midwest,165,17,2
Galatia,,Illinois,Midwest,165,17,2
Galatiaship,,Illinois,Midwest,165,17,2
Harrisburg,,Illinois,Midwest,165,17,2
Harrisburg,,Illinois,Midwest,165,17,2
Harrisburgship,,Illinois,Midwest,165,17,2
Independenceship,,Illinois,Midwest,165,17,2
Long Branchship,,Illinois,Midwest,165,17,2
Mountainship,,Illinois,Midwest,165,17,2
Muddy,,Illinois,Midwest,165,17,2
Muddy,,Illinois,Midwest,165,17,2
Raleigh,,Illinois,Midwest,165,17,2
Raleigh,,Illinois,Midwest,165,17,2
Raleighship,,Illinois,Midwest,165,17,2
Rectorship,,Illinois,Midwest,165,17,2
Stonefort (pt.),,Illinois,Midwest,165,17,2
Stonefort (pt.),,Illinois,Midwest,165,17,2
Stonefortship,,Illinois,Midwest,165,17,2
Tateship,,Illinois,Midwest,165,17,2
,Saline County,Illinois,Midwest,165,17,2
Auburn,,Illinois,Midwest,167,17,2
Auburn,,Illinois,Midwest,167,17,2
Auburnship,,Illinois,Midwest,167,17,2
Ballship,,Illinois,Midwest,167,17,2
Berlin,,Illinois,Midwest,167,17,2
Berlin,,Illinois,Midwest,167,17,2
Buffalo,,Illinois,Midwest,167,17,2
Buffalo,,Illinois,Midwest,167,17,2
Buffalo Hartship,,Illinois,Midwest,167,17,2
Cantrall,,Illinois,Midwest,167,17,2
Cantrall,,Illinois,Midwest,167,17,2
Capitalship,,Illinois,Midwest,167,17,2
Cartwrightship,,Illinois,Midwest,167,17,2
Chatham,,Illinois,Midwest,167,17,2
Chatham (pt.),,Illinois,Midwest,167,17,2
Chatham (pt.),,Illinois,Midwest,167,17,2
Chatham (pt.),,Illinois,Midwest,167,17,2
Chatham (pt.),,Illinois,Midwest,167,17,2
Chathamship,,Illinois,Midwest,167,17,2
Clear Lakeship,,Illinois,Midwest,167,17,2
Coopership,,Illinois,Midwest,167,17,2
Cotton Hillship,,Illinois,Midwest,167,17,2
Curran,,Illinois,Midwest,167,17,2
Curran,,Illinois,Midwest,167,17,2
Curranship,,Illinois,Midwest,167,17,2
Dawson,,Illinois,Midwest,167,17,2
Dawson,,Illinois,Midwest,167,17,2
Divernon,,Illinois,Midwest,167,17,2
Divernon,,Illinois,Midwest,167,17,2
Divernonship,,Illinois,Midwest,167,17,2
Fancy Creekship,,Illinois,Midwest,167,17,2
Gardnership,,Illinois,Midwest,167,17,2
Grandview,,Illinois,Midwest,167,17,2
Grandview,,Illinois,Midwest,167,17,2
Illiopolis,,Illinois,Midwest,167,17,2
Illiopolis,,Illinois,Midwest,167,17,2
Illiopolisship,,Illinois,Midwest,167,17,2
Island Groveship,,Illinois,Midwest,167,17,2
Jerome,,Illinois,Midwest,167,17,2
Jerome,,Illinois,Midwest,167,17,2
Lanesvilleship,,Illinois,Midwest,167,17,2
Leland Grove,,Illinois,Midwest,167,17,2
Leland Grove,,Illinois,Midwest,167,17,2
Loami,,Illinois,Midwest,167,17,2
Loami,,Illinois,Midwest,167,17,2
Loamiship,,Illinois,Midwest,167,17,2
Maxwellship,,Illinois,Midwest,167,17,2
Mechanicsburg,,Illinois,Midwest,167,17,2
Mechanicsburg,,Illinois,Midwest,167,17,2
Mechanicsburgship,,Illinois,Midwest,167,17,2
New Berlin,,Illinois,Midwest,167,17,2
New Berlin,,Illinois,Midwest,167,17,2
New Berlinship,,Illinois,Midwest,167,17,2
Pawnee,,Illinois,Midwest,167,17,2
Pawnee,,Illinois,Midwest,167,17,2
Pawneeship,,Illinois,Midwest,167,17,2
Pleasant Plains,,Illinois,Midwest,167,17,2
Pleasant Plains,,Illinois,Midwest,167,17,2
Riverton,,Illinois,Midwest,167,17,2
Riverton,,Illinois,Midwest,167,17,2
Rochester,,Illinois,Midwest,167,17,2
Rochester,,Illinois,Midwest,167,17,2
Rochestership,,Illinois,Midwest,167,17,2
Sherman,,Illinois,Midwest,167,17,2
Sherman (pt.),,Illinois,Midwest,167,17,2
Sherman (pt.),,Illinois,Midwest,167,17,2
Sherman (pt.),,Illinois,Midwest,167,17,2
Southern View,,Illinois,Midwest,167,17,2
Southern View,,Illinois,Midwest,167,17,2
Spaulding,,Illinois,Midwest,167,17,2
Spaulding,,Illinois,Midwest,167,17,2
Springfield,,Illinois,Midwest,167,17,2
Springfield (pt.),,Illinois,Midwest,167,17,2
Springfield (pt.),,Illinois,Midwest,167,17,2
Springfield (pt.),,Illinois,Midwest,167,17,2
Springfield (pt.),,Illinois,Midwest,167,17,2
Springfieldship,,Illinois,Midwest,167,17,2
Talkingtonship,,Illinois,Midwest,167,17,2
Thayer,,Illinois,Midwest,167,17,2
Thayer,,Illinois,Midwest,167,17,2
Virden (pt.),,Illinois,Midwest,167,17,2
Virden (pt.),,Illinois,Midwest,167,17,2
Williamsship,,Illinois,Midwest,167,17,2
Williamsville,,Illinois,Midwest,167,17,2
Williamsville,,Illinois,Midwest,167,17,2
Woodsideship,,Illinois,Midwest,167,17,2
,Sangamon County,Illinois,Midwest,167,17,2
Bainbridgeship,,Illinois,Midwest,169,17,2
Birminghamship,,Illinois,Midwest,169,17,2
Brooklynship,,Illinois,Midwest,169,17,2
Browning,,Illinois,Midwest,169,17,2
Browning,,Illinois,Midwest,169,17,2
Browningship,,Illinois,Midwest,169,17,2
Buena Vistaship,,Illinois,Midwest,169,17,2
Camden,,Illinois,Midwest,169,17,2
Camden,,Illinois,Midwest,169,17,2
Camdenship,,Illinois,Midwest,169,17,2
Frederickship,,Illinois,Midwest,169,17,2
Hickoryship,,Illinois,Midwest,169,17,2
Huntsvilleship,,Illinois,Midwest,169,17,2
Littleton,,Illinois,Midwest,169,17,2
Littleton,,Illinois,Midwest,169,17,2
Littletonship,,Illinois,Midwest,169,17,2
Oaklandship,,Illinois,Midwest,169,17,2
Rushville,,Illinois,Midwest,169,17,2
Rushville (pt.),,Illinois,Midwest,169,17,2
Rushville (pt.),,Illinois,Midwest,169,17,2
Rushvilleship,,Illinois,Midwest,169,17,2
Woodstockship,,Illinois,Midwest,169,17,2
,Schuyler County,Illinois,Midwest,169,17,2
Alsey,,Illinois,Midwest,171,17,2
Bluffs,,Illinois,Midwest,171,17,2
Exeter,,Illinois,Midwest,171,17,2
Glasgow,,Illinois,Midwest,171,17,2
Manchester,,Illinois,Midwest,171,17,2
Naples,,Illinois,Midwest,171,17,2
Winchester,,Illinois,Midwest,171,17,2
,Scott County,Illinois,Midwest,171,17,2
Ash Groveship,,Illinois,Midwest,173,17,2
Big Springship,,Illinois,Midwest,173,17,2
Clarksburgship,,Illinois,Midwest,173,17,2
Cold Springship,,Illinois,Midwest,173,17,2
Cowden,,Illinois,Midwest,173,17,2
Cowden,,Illinois,Midwest,173,17,2
Dry Pointship,,Illinois,Midwest,173,17,2
Findlay,,Illinois,Midwest,173,17,2
Findlay (pt.),,Illinois,Midwest,173,17,2
Findlay (pt.),,Illinois,Midwest,173,17,2
Flat Branchship,,Illinois,Midwest,173,17,2
Herrick,,Illinois,Midwest,173,17,2
Herrick,,Illinois,Midwest,173,17,2
Herrickship,,Illinois,Midwest,173,17,2
Hollandship,,Illinois,Midwest,173,17,2
Lakewoodship,,Illinois,Midwest,173,17,2
Moweaqua (pt.),,Illinois,Midwest,173,17,2
Moweaqua (pt.),,Illinois,Midwest,173,17,2
Moweaquaship,,Illinois,Midwest,173,17,2
Oconee,,Illinois,Midwest,173,17,2
Oconee,,Illinois,Midwest,173,17,2
Oconeeship,,Illinois,Midwest,173,17,2
Okawship,,Illinois,Midwest,173,17,2
Pana (pt.),,Illinois,Midwest,173,17,2
Pana (pt.),,Illinois,Midwest,173,17,2
Pennship,,Illinois,Midwest,173,17,2
Pickawayship,,Illinois,Midwest,173,17,2
Prairieship,,Illinois,Midwest,173,17,2
Richlandship,,Illinois,Midwest,173,17,2
Ridgeship,,Illinois,Midwest,173,17,2
Roseship,,Illinois,Midwest,173,17,2
Ruralship,,Illinois,Midwest,173,17,2
Shelbyville,,Illinois,Midwest,173,17,2
Shelbyville (pt.),,Illinois,Midwest,173,17,2
Shelbyville (pt.),,Illinois,Midwest,173,17,2
Shelbyvilleship,,Illinois,Midwest,173,17,2
Sigel,,Illinois,Midwest,173,17,2
Sigel,,Illinois,Midwest,173,17,2
Sigelship,,Illinois,Midwest,173,17,2
Stewardson,,Illinois,Midwest,173,17,2
Stewardson,,Illinois,Midwest,173,17,2
Strasburg,,Illinois,Midwest,173,17,2
Strasburg (pt.),,Illinois,Midwest,173,17,2
Strasburg (pt.),,Illinois,Midwest,173,17,2
Todds Pointship,,Illinois,Midwest,173,17,2
Tower Hill,,Illinois,Midwest,173,17,2
Tower Hill,,Illinois,Midwest,173,17,2
Tower Hillship,,Illinois,Midwest,173,17,2
Windsor,,Illinois,Midwest,173,17,2
Windsor,,Illinois,Midwest,173,17,2
Windsorship,,Illinois,Midwest,173,17,2
,Shelby County,Illinois,Midwest,173,17,2
Bradford,,Illinois,Midwest,175,17,2
Bradford,,Illinois,Midwest,175,17,2
Elmiraship,,Illinois,Midwest,175,17,2
Essexship,,Illinois,Midwest,175,17,2
Goshenship,,Illinois,Midwest,175,17,2
La Fayette,,Illinois,Midwest,175,17,2
La Fayette,,Illinois,Midwest,175,17,2
Osceolaship,,Illinois,Midwest,175,17,2
Pennship,,Illinois,Midwest,175,17,2
Toulon,,Illinois,Midwest,175,17,2
Toulon (pt.),,Illinois,Midwest,175,17,2
Toulon (pt.),,Illinois,Midwest,175,17,2
Toulonship,,Illinois,Midwest,175,17,2
Valleyship,,Illinois,Midwest,175,17,2
West Jerseyship,,Illinois,Midwest,175,17,2
Wyoming,,Illinois,Midwest,175,17,2
Wyoming (pt.),,Illinois,Midwest,175,17,2
Wyoming (pt.),,Illinois,Midwest,175,17,2
,Stark County,Illinois,Midwest,175,17,2
Buckeyeship,,Illinois,Midwest,177,17,2
Cedarville,,Illinois,Midwest,177,17,2
Cedarville (pt.),,Illinois,Midwest,177,17,2
Cedarville (pt.),,Illinois,Midwest,177,17,2
Cedarville (pt.),,Illinois,Midwest,177,17,2
Dakota,,Illinois,Midwest,177,17,2
Dakota,,Illinois,Midwest,177,17,2
Dakotaship,,Illinois,Midwest,177,17,2
Davis,,Illinois,Midwest,177,17,2
Davis,,Illinois,Midwest,177,17,2
Erinship,,Illinois,Midwest,177,17,2
Florenceship,,Illinois,Midwest,177,17,2
Freeport,,Illinois,Midwest,177,17,2
Freeport,,Illinois,Midwest,177,17,2
Freeportship,,Illinois,Midwest,177,17,2
German Valley,,Illinois,Midwest,177,17,2
German Valley,,Illinois,Midwest,177,17,2
Harlemship,,Illinois,Midwest,177,17,2
Jeffersonship,,Illinois,Midwest,177,17,2
Kentship,,Illinois,Midwest,177,17,2
Lancastership,,Illinois,Midwest,177,17,2
Lena,,Illinois,Midwest,177,17,2
Lena (pt.),,Illinois,Midwest,177,17,2
Lena (pt.),,Illinois,Midwest,177,17,2
Lena (pt.),,Illinois,Midwest,177,17,2
Loranship,,Illinois,Midwest,177,17,2
Onecoship,,Illinois,Midwest,177,17,2
Orangeville,,Illinois,Midwest,177,17,2
Orangeville (pt.),,Illinois,Midwest,177,17,2
Orangeville (pt.),,Illinois,Midwest,177,17,2
Pearl City,,Illinois,Midwest,177,17,2
Pearl City,,Illinois,Midwest,177,17,2
Ridott,,Illinois,Midwest,177,17,2
Ridott,,Illinois,Midwest,177,17,2
Ridottship,,Illinois,Midwest,177,17,2
Rock City,,Illinois,Midwest,177,17,2
Rock City,,Illinois,Midwest,177,17,2
Rock Groveship,,Illinois,Midwest,177,17,2
Rock Runship,,Illinois,Midwest,177,17,2
Silver Creekship,,Illinois,Midwest,177,17,2
Waddamsship,,Illinois,Midwest,177,17,2
West Pointship,,Illinois,Midwest,177,17,2
Winslow,,Illinois,Midwest,177,17,2
Winslow,,Illinois,Midwest,177,17,2
Winslowship,,Illinois,Midwest,177,17,2
,Stephenson County,Illinois,Midwest,177,17,2
Armington,,Illinois,Midwest,179,17,2
Armington,,Illinois,Midwest,179,17,2
Boyntonship,,Illinois,Midwest,179,17,2
Cincinnatiship,,Illinois,Midwest,179,17,2
Creve Coeur,,Illinois,Midwest,179,17,2
Creve Coeur (pt.),,Illinois,Midwest,179,17,2
Creve Coeur (pt.),,Illinois,Midwest,179,17,2
Deer Creek (pt.),,Illinois,Midwest,179,17,2
Deer Creek (pt.),,Illinois,Midwest,179,17,2
Deer Creekship,,Illinois,Midwest,179,17,2
Delavan,,Illinois,Midwest,179,17,2
Delavan,,Illinois,Midwest,179,17,2
Delavanship,,Illinois,Midwest,179,17,2
Dillonship,,Illinois,Midwest,179,17,2
East Peoria,,Illinois,Midwest,179,17,2
East Peoria (pt.),,Illinois,Midwest,179,17,2
East Peoria (pt.),,Illinois,Midwest,179,17,2
East Peoria (pt.),,Illinois,Midwest,179,17,2
Elm Groveship,,Illinois,Midwest,179,17,2
Fondulacship,,Illinois,Midwest,179,17,2
Goodfield (pt.),,Illinois,Midwest,179,17,2
Goodfield (pt.),,Illinois,Midwest,179,17,2
Green Valley,,Illinois,Midwest,179,17,2
Green Valley,,Illinois,Midwest,179,17,2
Grovelandship,,Illinois,Midwest,179,17,2
Hittleship,,Illinois,Midwest,179,17,2
Hopedale,,Illinois,Midwest,179,17,2
Hopedale,,Illinois,Midwest,179,17,2
Hopedaleship,,Illinois,Midwest,179,17,2
Little Mackinawship,,Illinois,Midwest,179,17,2
Mackinaw,,Illinois,Midwest,179,17,2
Mackinaw,,Illinois,Midwest,179,17,2
Mackinawship,,Illinois,Midwest,179,17,2
Maloneship,,Illinois,Midwest,179,17,2
Marquette Heights,,Illinois,Midwest,179,17,2
Marquette Heights (pt.),,Illinois,Midwest,179,17,2
Marquette Heights (pt.),,Illinois,Midwest,179,17,2
Minier,,Illinois,Midwest,179,17,2
Minier,,Illinois,Midwest,179,17,2
Morton,,Illinois,Midwest,179,17,2
Morton (pt.),,Illinois,Midwest,179,17,2
Morton (pt.),,Illinois,Midwest,179,17,2
Morton (pt.),,Illinois,Midwest,179,17,2
Morton (pt.),,Illinois,Midwest,179,17,2
Mortonship,,Illinois,Midwest,179,17,2
North Pekin,,Illinois,Midwest,179,17,2
North Pekin,,Illinois,Midwest,179,17,2
Pekin (pt.),,Illinois,Midwest,179,17,2
Pekin (pt.),,Illinois,Midwest,179,17,2
Pekin (pt.),,Illinois,Midwest,179,17,2
Pekin (pt.),,Illinois,Midwest,179,17,2
Pekin (pt.),,Illinois,Midwest,179,17,2
Pekinship,,Illinois,Midwest,179,17,2
Peoria Heights (pt.),,Illinois,Midwest,179,17,2
Peoria Heights (pt.),,Illinois,Midwest,179,17,2
Sand Prairieship,,Illinois,Midwest,179,17,2
South Pekin,,Illinois,Midwest,179,17,2
South Pekin,,Illinois,Midwest,179,17,2
Spring Lakeship,,Illinois,Midwest,179,17,2
Tremont,,Illinois,Midwest,179,17,2
Tremont (pt.),,Illinois,Midwest,179,17,2
Tremont (pt.),,Illinois,Midwest,179,17,2
Tremontship,,Illinois,Midwest,179,17,2
Washington,,Illinois,Midwest,179,17,2
Washington,,Illinois,Midwest,179,17,2
Washingtonship,,Illinois,Midwest,179,17,2
,Tazewell County,Illinois,Midwest,179,17,2
Alto Pass,,Illinois,Midwest,181,17,2
Anna,,Illinois,Midwest,181,17,2
Cobden,,Illinois,Midwest,181,17,2
Dongola,,Illinois,Midwest,181,17,2
Jonesboro,,Illinois,Midwest,181,17,2
Mill Creek,,Illinois,Midwest,181,17,2
,Union County,Illinois,Midwest,181,17,2
Allerton (pt.),,Illinois,Midwest,183,17,2
Allerton (pt.),,Illinois,Midwest,183,17,2
Alvan (Alvin),,Illinois,Midwest,183,17,2
Alvan (Alvin),,Illinois,Midwest,183,17,2
Belgium,,Illinois,Midwest,183,17,2
Belgium (pt.),,Illinois,Midwest,183,17,2
Belgium (pt.),,Illinois,Midwest,183,17,2
Bismarck,,Illinois,Midwest,183,17,2
Bismarck,,Illinois,Midwest,183,17,2
Blountship,,Illinois,Midwest,183,17,2
Butlership,,Illinois,Midwest,183,17,2
Carrollship,,Illinois,Midwest,183,17,2
Catlin,,Illinois,Midwest,183,17,2
Catlin,,Illinois,Midwest,183,17,2
Catlinship,,Illinois,Midwest,183,17,2
Danville,,Illinois,Midwest,183,17,2
Danville (pt.),,Illinois,Midwest,183,17,2
Danville (pt.),,Illinois,Midwest,183,17,2
Danville (pt.),,Illinois,Midwest,183,17,2
Danvilleship,,Illinois,Midwest,183,17,2
Elwoodship,,Illinois,Midwest,183,17,2
Fairmount,,Illinois,Midwest,183,17,2
Fairmount,,Illinois,Midwest,183,17,2
Fithian,,Illinois,Midwest,183,17,2
Fithian,,Illinois,Midwest,183,17,2
Georgetown,,Illinois,Midwest,183,17,2
Georgetown,,Illinois,Midwest,183,17,2
Georgetownship,,Illinois,Midwest,183,17,2
Grantship,,Illinois,Midwest,183,17,2
